detected_object,timestamp,weather,temperature_celsius,holiday,location
paper,2025-06-07 19:49:31,sunny,18,0,development
organic,2025-06-07 8:26:19,sunny,18,0,development
paper,2025-06-07 18:54:53,sunny,18,0,development
organic,2025-06-07 19:05:51,sunny,18,0,development
paper,2025-06-07 6:54:58,sunny,18,0,development
organic,2025-06-08 21:42:46,sunny,21,1,development
glass,2025-06-08 12:11:23,sunny,21,1,development
paper,2025-06-08 17:05:28,sunny,21,1,development
plastic,2025-06-08 13:33:52,sunny,21,1,development
plastic,2025-06-08 6:38:21,sunny,21,1,development
metal,2025-06-08 22:51:19,sunny,21,1,development
paper,2025-06-08 7:46:13,sunny,21,1,development
plastic,2025-06-08 3:12:59,sunny,21,1,development
plastic,2025-06-08 8:27:51,sunny,21,1,development
plastic,2025-06-08 21:35:47,sunny,21,1,development
paper,2025-06-08 23:15:45,sunny,21,1,development
metal,2025-06-08 16:36:50,sunny,21,1,development
glass,2025-06-08 19:46:49,sunny,21,1,development
plastic,2025-06-08 0:46:45,sunny,21,1,development
glass,2025-06-08 17:33:32,sunny,21,1,development
plastic,2025-06-08 10:36:18,sunny,21,1,development
paper,2025-06-08 7:45:50,sunny,21,1,development
plastic,2025-06-08 4:26:38,sunny,21,1,development
organic,2025-06-08 15:36:19,sunny,21,1,development
metal,2025-06-08 13:49:25,sunny,21,1,development
paper,2025-06-08 11:12:23,sunny,21,1,development
organic,2025-06-08 20:28:57,sunny,21,1,development
paper,2025-06-08 5:34:03,sunny,21,1,development
paper,2025-06-08 6:30:39,sunny,21,1,development
organic,2025-06-08 15:13:05,sunny,21,1,development
organic,2025-06-08 7:30:35,sunny,21,1,development
paper,2025-06-08 4:49:35,sunny,21,1,development
organic,2025-06-08 3:42:19,sunny,21,1,development
metal,2025-06-08 0:10:53,sunny,21,1,development
plastic,2025-06-08 17:56:57,sunny,21,1,development
organic,2025-06-08 16:12:38,sunny,21,1,development
metal,2025-06-08 4:08:23,sunny,21,1,development
paper,2025-06-08 7:31:48,sunny,21,1,development
organic,2025-06-08 6:06:21,sunny,21,1,development
plastic,2025-06-08 6:06:06,sunny,21,1,development
paper,2025-06-08 22:42:05,sunny,21,1,development
plastic,2025-06-08 16:15:46,sunny,21,1,development
plastic,2025-06-08 0:43:08,sunny,21,1,development
plastic,2025-06-08 13:49:51,sunny,21,1,development
plastic,2025-06-08 21:27:05,sunny,21,1,development
metal,2025-06-08 13:44:03,sunny,21,1,development
organic,2025-06-08 12:22:10,sunny,21,1,development
plastic,2025-06-08 10:57:53,sunny,21,1,development
plastic,2025-06-09 19:23:07,sunny,20,1,development
plastic,2025-06-09 0:33:31,sunny,20,1,development
metal,2025-06-09 7:43:19,sunny,20,1,development
glass,2025-06-09 14:31:33,sunny,20,1,development
glass,2025-06-09 14:32:32,sunny,20,1,development
paper,2025-06-09 3:52:16,sunny,20,1,development
glass,2025-06-09 19:07:49,sunny,20,1,development
paper,2025-06-09 8:44:08,sunny,20,1,development
paper,2025-06-09 11:08:10,sunny,20,1,development
paper,2025-06-09 19:49:51,sunny,20,1,development
plastic,2025-06-09 3:42:41,sunny,20,1,development
plastic,2025-06-09 23:52:26,sunny,20,1,development
plastic,2025-06-09 9:25:45,sunny,20,1,development
glass,2025-06-09 15:11:09,sunny,20,1,development
paper,2025-06-09 14:40:28,sunny,20,1,development
plastic,2025-06-09 19:36:07,sunny,20,1,development
plastic,2025-06-09 23:53:13,sunny,20,1,development
organic,2025-06-09 15:18:18,sunny,20,1,development
plastic,2025-06-09 9:58:32,sunny,20,1,development
organic,2025-06-09 15:00:07,sunny,20,1,development
organic,2025-06-09 23:49:38,sunny,20,1,development
organic,2025-06-09 5:52:13,sunny,20,1,development
plastic,2025-06-09 23:52:27,sunny,20,1,development
metal,2025-06-09 19:41:05,sunny,20,1,development
metal,2025-06-09 7:01:43,sunny,20,1,development
paper,2025-06-09 3:22:08,sunny,20,1,development
organic,2025-06-09 3:58:46,sunny,20,1,development
organic,2025-06-09 1:38:16,sunny,20,1,development
glass,2025-06-09 12:24:49,sunny,20,1,development
organic,2025-06-09 13:30:53,sunny,20,1,development
metal,2025-06-09 13:21:55,sunny,20,1,development
plastic,2025-06-09 22:34:31,sunny,20,1,development
organic,2025-06-09 9:25:20,sunny,20,1,development
organic,2025-06-09 11:40:26,sunny,20,1,development
paper,2025-06-09 14:59:02,sunny,20,1,development
glass,2025-06-09 9:56:52,sunny,20,1,development
paper,2025-06-09 4:43:27,sunny,20,1,development
organic,2025-06-09 16:42:23,sunny,20,1,development
paper,2025-06-10 4:58:28,sunny,18,0,development
organic,2025-06-10 21:44:30,sunny,18,0,development
plastic,2025-06-10 9:59:46,sunny,18,0,development
paper,2025-06-10 1:11:27,sunny,18,0,development
metal,2025-06-10 20:22:22,sunny,18,0,development
plastic,2025-06-10 22:16:31,sunny,18,0,development
plastic,2025-06-10 3:20:39,sunny,18,0,development
organic,2025-06-10 22:54:52,sunny,18,0,development
paper,2025-06-10 4:47:30,sunny,18,0,development
metal,2025-06-10 19:41:42,sunny,18,0,development
plastic,2025-06-10 17:27:53,sunny,18,0,development
glass,2025-06-10 7:40:46,sunny,18,0,development
plastic,2025-06-10 0:11:57,sunny,18,0,development
organic,2025-06-10 5:21:32,sunny,18,0,development
glass,2025-06-10 3:36:21,sunny,18,0,development
paper,2025-06-10 16:12:21,sunny,18,0,development
metal,2025-06-10 23:17:37,sunny,18,0,development
organic,2025-06-10 20:41:05,sunny,18,0,development
plastic,2025-06-10 14:27:23,sunny,18,0,development
organic,2025-06-10 16:20:51,sunny,18,0,development
plastic,2025-06-10 10:34:23,sunny,18,0,development
paper,2025-06-10 5:08:21,sunny,18,0,development
plastic,2025-06-10 1:12:46,sunny,18,0,development
glass,2025-06-10 5:24:02,sunny,18,0,development
plastic,2025-06-11 6:52:06,cloudy,17,0,development
glass,2025-06-11 17:21:50,cloudy,17,0,development
glass,2025-06-11 2:28:31,cloudy,17,0,development
metal,2025-06-11 20:31:37,cloudy,17,0,development
glass,2025-06-11 16:18:34,cloudy,17,0,development
glass,2025-06-11 0:49:39,cloudy,17,0,development
plastic,2025-06-11 4:51:37,cloudy,17,0,development
plastic,2025-06-11 18:44:35,cloudy,17,0,development
paper,2025-06-11 12:59:12,cloudy,17,0,development
plastic,2025-06-11 17:16:39,cloudy,17,0,development
plastic,2025-06-11 0:28:12,cloudy,17,0,development
organic,2025-06-11 18:22:52,cloudy,17,0,development
glass,2025-06-11 2:11:32,cloudy,17,0,development
glass,2025-06-11 12:21:10,cloudy,17,0,development
metal,2025-06-11 8:22:20,cloudy,17,0,development
paper,2025-06-11 19:10:22,cloudy,17,0,development
paper,2025-06-11 22:13:19,cloudy,17,0,development
organic,2025-06-11 23:17:56,cloudy,17,0,development
paper,2025-06-11 12:00:50,cloudy,17,0,development
metal,2025-06-11 10:36:42,cloudy,17,0,development
plastic,2025-06-11 18:42:29,cloudy,17,0,development
paper,2025-06-12 17:27:42,cloudy,23,0,development
plastic,2025-06-12 15:44:52,cloudy,23,0,development
plastic,2025-06-12 21:07:33,cloudy,23,0,development
plastic,2025-06-12 7:52:26,cloudy,23,0,development
glass,2025-06-12 16:25:29,cloudy,23,0,development
plastic,2025-06-12 10:24:06,cloudy,23,0,development
paper,2025-06-12 9:35:20,cloudy,23,0,development
organic,2025-06-12 15:38:47,cloudy,23,0,development
plastic,2025-06-12 7:38:06,cloudy,23,0,development
plastic,2025-06-12 5:53:08,cloudy,23,0,development
metal,2025-06-12 11:15:00,cloudy,23,0,development
organic,2025-06-12 9:25:38,cloudy,23,0,development
organic,2025-06-12 0:08:01,cloudy,23,0,development
metal,2025-06-12 1:50:33,cloudy,23,0,development
plastic,2025-06-12 12:42:33,cloudy,23,0,development
plastic,2025-06-12 18:01:32,cloudy,23,0,development
organic,2025-06-12 18:48:15,cloudy,23,0,development
glass,2025-06-12 19:24:19,cloudy,23,0,development
metal,2025-06-12 20:22:03,cloudy,23,0,development
plastic,2025-06-12 23:27:49,cloudy,23,0,development
plastic,2025-06-12 22:39:53,cloudy,23,0,development
glass,2025-06-12 3:27:14,cloudy,23,0,development
plastic,2025-06-12 5:02:07,cloudy,23,0,development
paper,2025-06-12 16:22:18,cloudy,23,0,development
paper,2025-06-12 3:27:40,cloudy,23,0,development
organic,2025-06-13 15:07:19,rainy,20,0,development
glass,2025-06-13 11:18:17,rainy,20,0,development
plastic,2025-06-13 4:03:50,rainy,20,0,development
paper,2025-06-13 16:03:41,rainy,20,0,development
plastic,2025-06-13 1:05:58,rainy,20,0,development
paper,2025-06-13 18:48:46,rainy,20,0,development
paper,2025-06-13 19:57:33,rainy,20,0,development
paper,2025-06-13 17:32:54,rainy,20,0,development
paper,2025-06-13 3:21:00,rainy,20,0,development
plastic,2025-06-13 14:30:09,rainy,20,0,development
plastic,2025-06-13 19:05:31,rainy,20,0,development
plastic,2025-06-13 13:03:50,rainy,20,0,development
paper,2025-06-14 18:33:49,cloudy,16,0,development
glass,2025-06-14 9:04:51,cloudy,16,0,development
organic,2025-06-14 19:28:48,cloudy,16,0,development
organic,2025-06-14 12:46:32,cloudy,16,0,development
organic,2025-06-14 12:25:29,cloudy,16,0,development
metal,2025-06-14 23:11:55,cloudy,16,0,development
plastic,2025-06-14 19:15:06,cloudy,16,0,development
organic,2025-06-14 10:55:32,cloudy,16,0,development
plastic,2025-06-14 21:29:27,cloudy,16,0,development
organic,2025-06-14 10:21:54,cloudy,16,0,development
metal,2025-06-14 6:13:05,cloudy,16,0,development
paper,2025-06-14 10:33:37,cloudy,16,0,development
glass,2025-06-14 7:24:23,cloudy,16,0,development
glass,2025-06-14 14:55:35,cloudy,16,0,development
plastic,2025-06-14 23:40:36,cloudy,16,0,development
plastic,2025-06-14 1:26:35,cloudy,16,0,development
glass,2025-06-14 17:38:44,cloudy,16,0,development
plastic,2025-06-14 18:15:30,cloudy,16,0,development
plastic,2025-06-14 5:58:30,cloudy,16,0,development
plastic,2025-06-14 16:45:55,cloudy,16,0,development
plastic,2025-06-14 5:12:48,cloudy,16,0,development
plastic,2025-06-14 2:43:07,cloudy,16,0,development
plastic,2025-06-14 20:06:52,cloudy,16,0,development
organic,2025-06-14 7:16:09,cloudy,16,0,development
plastic,2025-06-14 1:20:32,cloudy,16,0,development
plastic,2025-06-15 22:47:20,cloudy,20,0,development
glass,2025-06-15 14:26:12,cloudy,20,0,development
organic,2025-06-15 15:09:05,cloudy,20,0,development
plastic,2025-06-15 2:57:17,cloudy,20,0,development
organic,2025-06-15 12:03:07,cloudy,20,0,development
plastic,2025-06-15 1:32:12,cloudy,20,0,development
plastic,2025-06-15 15:10:40,cloudy,20,0,development
plastic,2025-06-15 20:46:43,cloudy,20,0,development
metal,2025-06-15 9:26:04,cloudy,20,0,development
plastic,2025-06-15 0:58:39,cloudy,20,0,development
metal,2025-06-15 12:52:39,cloudy,20,0,development
metal,2025-06-15 0:21:51,cloudy,20,0,development
metal,2025-06-15 0:01:13,cloudy,20,0,development
plastic,2025-06-15 3:31:01,cloudy,20,0,development
paper,2025-06-15 12:55:09,cloudy,20,0,development
plastic,2025-06-15 22:06:44,cloudy,20,0,development
organic,2025-06-15 12:52:30,cloudy,20,0,development
paper,2025-06-15 14:08:11,cloudy,20,0,development
paper,2025-06-15 4:39:59,cloudy,20,0,development
glass,2025-06-15 6:05:11,cloudy,20,0,development
organic,2025-06-15 23:50:00,cloudy,20,0,development
plastic,2025-06-15 21:57:28,cloudy,20,0,development
glass,2025-06-15 12:11:03,cloudy,20,0,development
paper,2025-06-15 20:27:51,cloudy,20,0,development
glass,2025-06-15 21:25:44,cloudy,20,0,development
metal,2025-06-15 10:53:02,cloudy,20,0,development
metal,2025-06-15 6:44:06,cloudy,20,0,development
metal,2025-06-15 14:05:09,cloudy,20,0,development
paper,2025-06-15 22:32:10,cloudy,20,0,development
organic,2025-06-15 21:21:21,cloudy,20,0,development
plastic,2025-06-16 3:31:30,cloudy,24,0,development
paper,2025-06-16 4:45:06,cloudy,24,0,development
glass,2025-06-16 16:58:15,cloudy,24,0,development
organic,2025-06-16 13:47:28,cloudy,24,0,development
paper,2025-06-16 8:04:20,cloudy,24,0,development
plastic,2025-06-16 6:09:17,cloudy,24,0,development
organic,2025-06-16 11:52:10,cloudy,24,0,development
plastic,2025-06-16 4:27:56,cloudy,24,0,development
paper,2025-06-16 19:27:25,cloudy,24,0,development
glass,2025-06-16 15:34:07,cloudy,24,0,development
plastic,2025-06-16 22:53:31,cloudy,24,0,development
paper,2025-06-16 17:06:29,cloudy,24,0,development
paper,2025-06-16 15:45:12,cloudy,24,0,development
metal,2025-06-16 4:06:13,cloudy,24,0,development
paper,2025-06-16 14:45:25,cloudy,24,0,development
plastic,2025-06-16 23:22:24,cloudy,24,0,development
glass,2025-06-16 2:38:30,cloudy,24,0,development
paper,2025-06-16 23:24:17,cloudy,24,0,development
metal,2025-06-16 1:32:52,cloudy,24,0,development
plastic,2025-06-16 11:55:22,cloudy,24,0,development
glass,2025-06-16 14:04:19,cloudy,24,0,development
plastic,2025-06-16 5:58:21,cloudy,24,0,development
glass,2025-06-16 14:39:43,cloudy,24,0,development
organic,2025-06-16 3:35:35,cloudy,24,0,development
plastic,2025-06-16 10:10:08,cloudy,24,0,development
glass,2025-06-17 2:07:08,stormy,16,0,development
organic,2025-06-18 19:09:53,sunny,22,0,development
plastic,2025-06-18 3:28:49,sunny,22,0,development
metal,2025-06-18 8:22:20,sunny,22,0,development
plastic,2025-06-18 16:45:16,sunny,22,0,development
plastic,2025-06-18 0:33:40,sunny,22,0,development
glass,2025-06-18 3:25:44,sunny,22,0,development
organic,2025-06-18 11:13:40,sunny,22,0,development
metal,2025-06-18 5:09:41,sunny,22,0,development
plastic,2025-06-18 14:13:13,sunny,22,0,development
plastic,2025-06-18 4:30:45,sunny,22,0,development
metal,2025-06-18 8:34:14,sunny,22,0,development
paper,2025-06-18 0:57:19,sunny,22,0,development
plastic,2025-06-18 22:00:43,sunny,22,0,development
plastic,2025-06-18 15:32:50,sunny,22,0,development
organic,2025-06-18 1:04:12,sunny,22,0,development
metal,2025-06-18 13:44:38,sunny,22,0,development
paper,2025-06-18 19:52:20,sunny,22,0,development
paper,2025-06-18 20:05:09,sunny,22,0,development
plastic,2025-06-18 2:59:23,sunny,22,0,development
plastic,2025-06-18 15:08:30,sunny,22,0,development
metal,2025-06-18 22:34:17,sunny,22,0,development
plastic,2025-06-18 4:40:54,sunny,22,0,development
plastic,2025-06-18 22:39:38,sunny,22,0,development
paper,2025-06-18 11:18:19,sunny,22,0,development
metal,2025-06-18 1:11:43,sunny,22,0,development
metal,2025-06-18 15:19:11,sunny,22,0,development
paper,2025-06-18 13:21:10,sunny,22,0,development
plastic,2025-06-18 0:44:15,sunny,22,0,development
plastic,2025-06-19 5:34:57,cloudy,16,0,development
paper,2025-06-19 5:09:39,cloudy,16,0,development
plastic,2025-06-19 3:29:27,cloudy,16,0,development
organic,2025-06-19 5:44:13,cloudy,16,0,development
glass,2025-06-19 16:42:52,cloudy,16,0,development
paper,2025-06-19 16:17:39,cloudy,16,0,development
plastic,2025-06-19 22:59:10,cloudy,16,0,development
organic,2025-06-19 0:18:17,cloudy,16,0,development
plastic,2025-06-19 15:37:56,cloudy,16,0,development
plastic,2025-06-19 15:59:26,cloudy,16,0,development
organic,2025-06-19 20:54:18,cloudy,16,0,development
plastic,2025-06-19 3:39:03,cloudy,16,0,development
plastic,2025-06-19 6:51:59,cloudy,16,0,development
plastic,2025-06-19 10:46:40,cloudy,16,0,development
plastic,2025-06-19 2:10:19,cloudy,16,0,development
paper,2025-06-19 3:39:30,cloudy,16,0,development
metal,2025-06-19 13:57:40,cloudy,16,0,development
glass,2025-06-19 22:34:48,cloudy,16,0,development
organic,2025-06-19 4:55:51,cloudy,16,0,development
paper,2025-06-19 9:45:04,cloudy,16,0,development
organic,2025-06-19 15:50:47,cloudy,16,0,development
organic,2025-06-20 13:20:23,sunny,15,0,development
organic,2025-06-20 15:27:17,sunny,15,0,development
plastic,2025-06-20 20:11:25,sunny,15,0,development
organic,2025-06-20 6:06:28,sunny,15,0,development
paper,2025-06-20 14:39:26,sunny,15,0,development
organic,2025-06-20 8:39:04,sunny,15,0,development
plastic,2025-06-20 6:27:22,sunny,15,0,development
metal,2025-06-20 7:17:28,sunny,15,0,development
glass,2025-06-20 13:34:51,sunny,15,0,development
paper,2025-06-20 19:33:25,sunny,15,0,development
glass,2025-06-20 12:55:35,sunny,15,0,development
plastic,2025-06-20 7:40:35,sunny,15,0,development
plastic,2025-06-20 22:50:08,sunny,15,0,development
organic,2025-06-20 13:23:27,sunny,15,0,development
metal,2025-06-20 1:33:06,sunny,15,0,development
metal,2025-06-20 10:09:49,sunny,15,0,development
organic,2025-06-20 4:42:53,sunny,15,0,development
plastic,2025-06-20 18:42:49,sunny,15,0,development
plastic,2025-06-20 9:22:20,sunny,15,0,development
paper,2025-06-20 17:30:28,sunny,15,0,development
plastic,2025-06-20 7:42:54,sunny,15,0,development
glass,2025-06-20 16:16:21,sunny,15,0,development
plastic,2025-06-20 0:04:08,sunny,15,0,development
organic,2025-06-20 13:20:15,sunny,15,0,development
paper,2025-06-21 20:40:40,cloudy,20,0,development
paper,2025-06-21 8:32:22,cloudy,20,0,development
glass,2025-06-21 6:03:13,cloudy,20,0,development
plastic,2025-06-21 9:41:39,cloudy,20,0,development
organic,2025-06-21 13:25:58,cloudy,20,0,development
plastic,2025-06-21 7:02:24,cloudy,20,0,development
metal,2025-06-21 21:26:33,cloudy,20,0,development
plastic,2025-06-21 2:47:57,cloudy,20,0,development
glass,2025-06-21 21:51:04,cloudy,20,0,development
glass,2025-06-21 3:14:39,cloudy,20,0,development
paper,2025-06-21 5:38:21,cloudy,20,0,development
plastic,2025-06-21 20:11:47,cloudy,20,0,development
metal,2025-06-21 7:16:51,cloudy,20,0,development
metal,2025-06-21 13:49:25,cloudy,20,0,development
paper,2025-06-21 9:22:32,cloudy,20,0,development
paper,2025-06-21 3:51:05,cloudy,20,0,development
paper,2025-06-21 16:17:19,cloudy,20,0,development
plastic,2025-06-21 21:48:25,cloudy,20,0,development
glass,2025-06-21 14:10:04,cloudy,20,0,development
organic,2025-06-21 4:39:30,cloudy,20,0,development
glass,2025-06-21 12:18:24,cloudy,20,0,development
plastic,2025-06-21 13:41:28,cloudy,20,0,development
metal,2025-06-21 16:56:49,cloudy,20,0,development
metal,2025-06-21 14:02:41,cloudy,20,0,development
paper,2025-06-21 14:23:59,cloudy,20,0,development
glass,2025-06-21 7:55:13,cloudy,20,0,development
plastic,2025-06-21 8:31:43,cloudy,20,0,development
organic,2025-06-21 2:13:44,cloudy,20,0,development
metal,2025-06-21 10:21:49,cloudy,20,0,development
paper,2025-06-21 23:06:37,cloudy,20,0,development
paper,2025-06-22 19:41:23,cloudy,20,0,development
organic,2025-06-22 7:36:45,cloudy,20,0,development
paper,2025-06-22 17:56:19,cloudy,20,0,development
glass,2025-06-22 15:15:30,cloudy,20,0,development
organic,2025-06-22 5:43:53,cloudy,20,0,development
plastic,2025-06-22 6:59:41,cloudy,20,0,development
plastic,2025-06-22 18:05:57,cloudy,20,0,development
plastic,2025-06-22 14:10:10,cloudy,20,0,development
paper,2025-06-22 2:22:38,cloudy,20,0,development
paper,2025-06-22 18:15:14,cloudy,20,0,development
organic,2025-06-22 17:48:45,cloudy,20,0,development
paper,2025-06-22 17:32:06,cloudy,20,0,development
plastic,2025-06-22 13:54:57,cloudy,20,0,development
paper,2025-06-22 13:49:04,cloudy,20,0,development
metal,2025-06-22 15:42:42,cloudy,20,0,development
metal,2025-06-22 5:10:15,cloudy,20,0,development
paper,2025-06-22 14:04:02,cloudy,20,0,development
plastic,2025-06-22 20:48:25,cloudy,20,0,development
plastic,2025-06-22 16:17:48,cloudy,20,0,development
organic,2025-06-22 9:16:19,cloudy,20,0,development
plastic,2025-06-22 23:19:04,cloudy,20,0,development
metal,2025-06-22 13:29:06,cloudy,20,0,development
plastic,2025-06-22 12:27:52,cloudy,20,0,development
glass,2025-06-22 4:47:50,cloudy,20,0,development
plastic,2025-06-22 8:52:04,cloudy,20,0,development
organic,2025-06-22 14:59:17,cloudy,20,0,development
organic,2025-06-22 6:49:33,cloudy,20,0,development
plastic,2025-06-22 23:51:42,cloudy,20,0,development
plastic,2025-06-22 11:04:01,cloudy,20,0,development
organic,2025-06-22 12:12:04,cloudy,20,0,development
plastic,2025-06-23 13:52:23,cloudy,19,0,development
plastic,2025-06-23 21:59:32,cloudy,19,0,development
paper,2025-06-23 4:05:30,cloudy,19,0,development
metal,2025-06-23 0:21:18,cloudy,19,0,development
organic,2025-06-23 11:10:29,cloudy,19,0,development
metal,2025-06-23 9:44:35,cloudy,19,0,development
plastic,2025-06-23 10:14:40,cloudy,19,0,development
plastic,2025-06-23 3:47:23,cloudy,19,0,development
metal,2025-06-23 6:41:55,cloudy,19,0,development
paper,2025-06-23 1:55:54,cloudy,19,0,development
plastic,2025-06-23 12:34:36,cloudy,19,0,development
metal,2025-06-23 0:52:02,cloudy,19,0,development
metal,2025-06-23 22:48:45,cloudy,19,0,development
paper,2025-06-23 23:40:33,cloudy,19,0,development
plastic,2025-06-23 9:27:01,cloudy,19,0,development
glass,2025-06-23 21:25:51,cloudy,19,0,development
plastic,2025-06-23 17:18:32,cloudy,19,0,development
organic,2025-06-23 23:19:27,cloudy,19,0,development
plastic,2025-06-23 3:18:51,cloudy,19,0,development
organic,2025-06-23 10:48:12,cloudy,19,0,development
glass,2025-06-23 7:44:46,cloudy,19,0,development
plastic,2025-06-24 3:42:44,sunny,17,0,development
organic,2025-06-24 19:26:24,sunny,17,0,development
plastic,2025-06-24 2:11:03,sunny,17,0,development
glass,2025-06-24 6:21:38,sunny,17,0,development
organic,2025-06-24 1:46:15,sunny,17,0,development
organic,2025-06-24 3:26:03,sunny,17,0,development
paper,2025-06-24 17:41:27,sunny,17,0,development
organic,2025-06-24 0:31:12,sunny,17,0,development
plastic,2025-06-24 18:02:17,sunny,17,0,development
plastic,2025-06-24 11:19:20,sunny,17,0,development
organic,2025-06-24 21:06:13,sunny,17,0,development
plastic,2025-06-24 13:08:24,sunny,17,0,development
organic,2025-06-24 14:58:59,sunny,17,0,development
paper,2025-06-24 7:03:30,sunny,17,0,development
plastic,2025-06-24 16:45:31,sunny,17,0,development
glass,2025-06-24 5:38:17,sunny,17,0,development
plastic,2025-06-24 11:59:34,sunny,17,0,development
glass,2025-06-24 12:20:42,sunny,17,0,development
paper,2025-06-24 0:25:25,sunny,17,0,development
organic,2025-06-24 8:38:09,sunny,17,0,development
organic,2025-06-24 2:13:32,sunny,17,0,development
organic,2025-06-24 10:36:05,sunny,17,0,development
plastic,2025-06-24 23:47:55,sunny,17,0,development
organic,2025-06-24 5:13:21,sunny,17,0,development
paper,2025-06-25 20:27:12,cloudy,24,0,development
organic,2025-06-25 1:22:53,cloudy,24,0,development
organic,2025-06-25 0:08:55,cloudy,24,0,development
plastic,2025-06-25 3:11:32,cloudy,24,0,development
plastic,2025-06-25 23:19:58,cloudy,24,0,development
glass,2025-06-25 19:36:58,cloudy,24,0,development
organic,2025-06-25 0:45:58,cloudy,24,0,development
plastic,2025-06-25 4:43:47,cloudy,24,0,development
plastic,2025-06-25 23:17:23,cloudy,24,0,development
plastic,2025-06-25 21:27:33,cloudy,24,0,development
paper,2025-06-25 1:41:46,cloudy,24,0,development
plastic,2025-06-25 18:27:04,cloudy,24,0,development
plastic,2025-06-25 10:20:39,cloudy,24,0,development
paper,2025-06-25 8:06:10,cloudy,24,0,development
organic,2025-06-25 2:53:30,cloudy,24,0,development
metal,2025-06-25 6:15:52,cloudy,24,0,development
plastic,2025-06-25 21:26:31,cloudy,24,0,development
metal,2025-06-25 6:18:20,cloudy,24,0,development
plastic,2025-06-25 7:07:44,cloudy,24,0,development
metal,2025-06-25 18:43:28,cloudy,24,0,development
plastic,2025-06-25 21:19:26,cloudy,24,0,development
plastic,2025-06-25 15:30:04,cloudy,24,0,development
glass,2025-06-25 15:52:28,cloudy,24,0,development
plastic,2025-06-25 13:08:18,cloudy,24,0,development
metal,2025-06-25 8:37:05,cloudy,24,0,development
metal,2025-06-26 14:57:44,cloudy,19,0,development
plastic,2025-06-26 0:59:02,cloudy,19,0,development
plastic,2025-06-26 12:25:20,cloudy,19,0,development
organic,2025-06-26 17:14:42,cloudy,19,0,development
plastic,2025-06-26 1:32:22,cloudy,19,0,development
plastic,2025-06-26 18:32:07,cloudy,19,0,development
paper,2025-06-26 19:28:29,cloudy,19,0,development
organic,2025-06-26 16:51:52,cloudy,19,0,development
plastic,2025-06-26 13:38:43,cloudy,19,0,development
plastic,2025-06-26 19:26:49,cloudy,19,0,development
plastic,2025-06-26 21:53:07,cloudy,19,0,development
organic,2025-06-26 17:51:20,cloudy,19,0,development
organic,2025-06-26 14:38:42,cloudy,19,0,development
organic,2025-06-26 15:15:19,cloudy,19,0,development
paper,2025-06-26 12:25:41,cloudy,19,0,development
paper,2025-06-26 18:23:11,cloudy,19,0,development
glass,2025-06-26 6:38:23,cloudy,19,0,development
plastic,2025-06-26 12:32:16,cloudy,19,0,development
plastic,2025-06-26 12:12:04,cloudy,19,0,development
metal,2025-06-26 3:34:19,cloudy,19,0,development
glass,2025-06-26 17:42:03,cloudy,19,0,development
paper,2025-06-27 9:54:26,stormy,24,0,development
plastic,2025-06-27 14:57:08,stormy,24,0,development
organic,2025-06-27 18:24:32,stormy,24,0,development
organic,2025-06-27 21:47:59,stormy,24,0,development
plastic,2025-06-27 19:07:43,stormy,24,0,development
paper,2025-06-28 15:13:02,stormy,22,0,development
paper,2025-06-28 19:39:17,stormy,22,0,development
paper,2025-06-28 0:59:15,stormy,22,0,development
organic,2025-06-28 14:25:21,stormy,22,0,development
paper,2025-06-28 3:51:14,stormy,22,0,development
plastic,2025-06-28 1:37:36,stormy,22,0,development
paper,2025-06-28 4:05:21,stormy,22,0,development
paper,2025-06-28 3:24:45,stormy,22,0,development
plastic,2025-06-28 9:58:57,stormy,22,0,development
glass,2025-06-28 14:03:19,stormy,22,0,development
paper,2025-06-29 18:42:24,misty,19,0,development
plastic,2025-06-29 20:41:51,misty,19,0,development
organic,2025-06-29 12:43:23,misty,19,0,development
plastic,2025-06-29 21:26:36,misty,19,0,development
glass,2025-06-29 10:18:27,misty,19,0,development
organic,2025-06-29 12:13:24,misty,19,0,development
metal,2025-06-29 14:07:44,misty,19,0,development
plastic,2025-06-29 13:18:32,misty,19,0,development
organic,2025-06-29 16:56:41,misty,19,0,development
glass,2025-06-29 2:02:16,misty,19,0,development
paper,2025-06-29 21:38:05,misty,19,0,development
metal,2025-06-29 12:07:42,misty,19,0,development
paper,2025-06-29 16:06:27,misty,19,0,development
plastic,2025-06-29 21:14:38,misty,19,0,development
glass,2025-06-29 19:26:33,misty,19,0,development
organic,2025-06-29 13:01:55,misty,19,0,development
metal,2025-06-30 21:05:30,sunny,20,0,development
paper,2025-06-30 14:46:29,sunny,20,0,development
paper,2025-06-30 16:54:55,sunny,20,0,development
metal,2025-06-30 12:05:48,sunny,20,0,development
organic,2025-06-30 1:52:21,sunny,20,0,development
organic,2025-06-30 14:08:42,sunny,20,0,development
organic,2025-06-30 11:56:57,sunny,20,0,development
organic,2025-06-30 2:11:17,sunny,20,0,development
glass,2025-06-30 11:28:57,sunny,20,0,development
paper,2025-06-30 19:15:55,sunny,20,0,development
plastic,2025-06-30 19:34:30,sunny,20,0,development
metal,2025-06-30 22:15:23,sunny,20,0,development
paper,2025-06-30 19:09:40,sunny,20,0,development
glass,2025-06-30 22:06:17,sunny,20,0,development
paper,2025-06-30 12:23:35,sunny,20,0,development
plastic,2025-06-30 10:41:45,sunny,20,0,development
