id,detected_object,timestamp,weather,temperature_celsius,holiday,location
1910,organic,2025-05-10 16:49:38,cloudy,15,0,development
1911,glass,2025-05-10 07:22:28,cloudy,15,0,development
1912,glass,2025-05-10 14:25:29,cloudy,15,0,development
1913,glass,2025-05-10 12:51:28,cloudy,15,0,development
1914,plastic,2025-05-10 18:04:07,cloudy,15,0,development
1915,plastic,2025-05-10 12:50:23,cloudy,15,0,development
1916,plastic,2025-05-10 01:24:53,cloudy,15,0,development
1917,plastic,2025-05-10 02:33:26,cloudy,15,0,development
1918,paper,2025-05-10 05:42:36,cloudy,15,0,development
1919,plastic,2025-05-10 05:55:37,cloudy,15,0,development
1920,paper,2025-05-10 00:56:56,cloudy,15,0,development
1921,glass,2025-05-10 16:38:32,cloudy,15,0,development
1922,plastic,2025-05-10 15:32:54,cloudy,15,0,development
1923,paper,2025-05-11 01:00:59,sunny,16,0,development
1924,paper,2025-05-11 19:51:09,sunny,16,0,development
1925,paper,2025-05-11 13:59:35,sunny,16,0,development
1926,organic,2025-05-11 16:38:33,sunny,16,0,development
1927,organic,2025-05-11 17:29:47,sunny,16,0,development
1928,glass,2025-05-11 20:07:49,sunny,16,0,development
1929,plastic,2025-05-11 05:54:17,sunny,16,0,development
1930,plastic,2025-05-11 14:17:20,sunny,16,0,development
1931,paper,2025-05-11 04:12:37,sunny,16,0,development
1932,paper,2025-05-11 03:54:12,sunny,16,0,development
1933,plastic,2025-05-11 22:19:27,sunny,16,0,development
1934,plastic,2025-05-11 18:57:32,sunny,16,0,development
1935,paper,2025-05-11 09:34:10,sunny,16,0,development
1936,paper,2025-05-11 05:46:46,sunny,16,0,development
1937,plastic,2025-05-11 01:05:55,sunny,16,0,development
1938,plastic,2025-05-11 14:57:37,sunny,16,0,development
1939,organic,2025-05-11 23:04:32,sunny,16,0,development
1940,plastic,2025-05-11 22:16:18,sunny,16,0,development
1941,paper,2025-05-11 14:12:05,sunny,16,0,development
1942,plastic,2025-05-11 23:51:44,sunny,16,0,development
1943,plastic,2025-05-11 12:35:44,sunny,16,0,development
1944,plastic,2025-05-11 06:09:29,sunny,16,0,development
1945,plastic,2025-05-11 04:22:08,sunny,16,0,development
1946,organic,2025-05-11 17:27:39,sunny,16,0,development
1947,glass,2025-05-11 14:04:09,sunny,16,0,development
1948,organic,2025-05-11 06:42:32,sunny,16,0,development
1949,plastic,2025-05-11 08:19:30,sunny,16,0,development
1950,metal,2025-05-11 17:36:03,sunny,16,0,development
1951,plastic,2025-05-12 00:19:00,sunny,12,0,development
1952,glass,2025-05-12 17:14:57,sunny,12,0,development
1953,metal,2025-05-12 04:40:51,sunny,12,0,development
1954,metal,2025-05-12 02:08:32,sunny,12,0,development
1955,paper,2025-05-12 08:50:32,sunny,12,0,development
1956,paper,2025-05-12 03:03:20,sunny,12,0,development
1957,glass,2025-05-12 22:37:24,sunny,12,0,development
1958,plastic,2025-05-12 22:11:46,sunny,12,0,development
1959,plastic,2025-05-12 00:48:44,sunny,12,0,development
1960,plastic,2025-05-12 15:02:07,sunny,12,0,development
1961,plastic,2025-05-12 13:21:27,sunny,12,0,development
1962,glass,2025-05-12 07:31:18,sunny,12,0,development
1963,organic,2025-05-12 18:13:21,sunny,12,0,development
1964,metal,2025-05-12 18:09:54,sunny,12,0,development
1965,metal,2025-05-12 14:37:05,sunny,12,0,development
1966,plastic,2025-05-12 08:18:42,sunny,12,0,development
1967,organic,2025-05-12 19:30:59,sunny,12,0,development
1968,metal,2025-05-12 15:46:11,sunny,12,0,development
1969,glass,2025-05-12 13:59:54,sunny,12,0,development
1970,metal,2025-05-12 17:58:28,sunny,12,0,development
1971,organic,2025-05-12 23:26:15,sunny,12,0,development
1972,organic,2025-05-12 20:35:29,sunny,12,0,development
1973,plastic,2025-05-12 23:53:17,sunny,12,0,development
1974,metal,2025-05-12 13:57:22,sunny,12,0,development
1975,organic,2025-05-13 06:02:53,cloudy,12,0,development
1976,metal,2025-05-13 22:47:25,cloudy,12,0,development
1977,glass,2025-05-13 14:15:37,cloudy,12,0,development
1978,metal,2025-05-13 11:26:49,cloudy,12,0,development
1979,plastic,2025-05-13 04:31:52,cloudy,12,0,development
1980,glass,2025-05-13 04:13:45,cloudy,12,0,development
1981,paper,2025-05-13 21:57:45,cloudy,12,0,development
1982,plastic,2025-05-13 09:32:44,cloudy,12,0,development
1983,organic,2025-05-13 12:02:11,cloudy,12,0,development
1984,glass,2025-05-13 16:40:32,cloudy,12,0,development
1985,glass,2025-05-13 16:45:42,cloudy,12,0,development
1986,organic,2025-05-13 19:54:10,cloudy,12,0,development
1987,plastic,2025-05-13 16:44:02,cloudy,12,0,development
1988,paper,2025-05-13 06:44:11,cloudy,12,0,development
1989,organic,2025-05-13 17:52:11,cloudy,12,0,development
1990,paper,2025-05-13 10:41:03,cloudy,12,0,development
1991,organic,2025-05-13 21:28:08,cloudy,12,0,development
1992,paper,2025-05-13 02:57:35,cloudy,12,0,development
1993,plastic,2025-05-13 23:21:55,cloudy,12,0,development
1994,plastic,2025-05-13 00:53:30,cloudy,12,0,development
1995,paper,2025-05-13 20:56:40,cloudy,12,0,development
1996,metal,2025-05-14 01:45:44,sunny,17,0,development
1997,paper,2025-05-14 12:07:55,sunny,17,0,development
1998,organic,2025-05-14 08:31:05,sunny,17,0,development
1999,glass,2025-05-14 21:40:24,sunny,17,0,development
2000,organic,2025-05-14 11:47:30,sunny,17,0,development
2001,glass,2025-05-14 21:13:34,sunny,17,0,development
2002,organic,2025-05-14 10:50:10,sunny,17,0,development
2003,organic,2025-05-14 01:58:26,sunny,17,0,development
2004,paper,2025-05-14 19:40:23,sunny,17,0,development
2005,plastic,2025-05-14 12:19:51,sunny,17,0,development
2006,organic,2025-05-14 17:22:51,sunny,17,0,development
2007,plastic,2025-05-14 16:21:01,sunny,17,0,development
2008,organic,2025-05-14 21:04:32,sunny,17,0,development
2009,glass,2025-05-14 22:17:58,sunny,17,0,development
2010,plastic,2025-05-14 05:20:48,sunny,17,0,development
2011,plastic,2025-05-14 00:43:12,sunny,17,0,development
2012,metal,2025-05-14 11:08:46,sunny,17,0,development
2013,metal,2025-05-14 16:41:05,sunny,17,0,development
2014,metal,2025-05-14 14:05:34,sunny,17,0,development
2015,paper,2025-05-14 15:07:28,sunny,17,0,development
2016,plastic,2025-05-14 00:21:40,sunny,17,0,development
2017,glass,2025-05-14 03:33:53,sunny,17,0,development
2018,paper,2025-05-14 14:09:26,sunny,17,0,development
2019,metal,2025-05-14 04:44:55,sunny,17,0,development
2020,organic,2025-05-15 03:02:23,sunny,11,0,development
2021,plastic,2025-05-15 23:22:57,sunny,11,0,development
2022,plastic,2025-05-15 07:52:10,sunny,11,0,development
2023,plastic,2025-05-15 01:17:01,sunny,11,0,development
2024,organic,2025-05-15 17:55:14,sunny,11,0,development
2025,organic,2025-05-15 04:23:42,sunny,11,0,development
2026,plastic,2025-05-15 07:37:44,sunny,11,0,development
2027,paper,2025-05-15 08:01:25,sunny,11,0,development
2028,plastic,2025-05-15 16:52:29,sunny,11,0,development
2029,plastic,2025-05-15 10:40:36,sunny,11,0,development
2030,organic,2025-05-15 23:15:12,sunny,11,0,development
2031,plastic,2025-05-15 18:12:33,sunny,11,0,development
2032,plastic,2025-05-15 13:10:03,sunny,11,0,development
2033,paper,2025-05-15 23:29:10,sunny,11,0,development
2034,plastic,2025-05-15 20:43:10,sunny,11,0,development
2035,plastic,2025-05-15 09:54:34,sunny,11,0,development
2036,plastic,2025-05-15 19:50:38,sunny,11,0,development
2037,glass,2025-05-15 20:52:06,sunny,11,0,development
2038,paper,2025-05-15 00:34:36,sunny,11,0,development
2039,organic,2025-05-15 01:35:17,sunny,11,0,development
2040,glass,2025-05-15 18:31:16,sunny,11,0,development
2041,paper,2025-05-15 20:44:19,sunny,11,0,development
2042,glass,2025-05-15 14:41:36,sunny,11,0,development
2043,plastic,2025-05-15 07:53:11,sunny,11,0,development
2044,glass,2025-05-16 14:51:32,rainy,19,0,development
2045,organic,2025-05-16 03:29:58,rainy,19,0,development
2046,organic,2025-05-16 14:13:06,rainy,19,0,development
2047,organic,2025-05-16 05:44:04,rainy,19,0,development
2048,metal,2025-05-16 09:24:36,rainy,19,0,development
2049,organic,2025-05-16 17:09:39,rainy,19,0,development
2050,plastic,2025-05-16 16:51:18,rainy,19,0,development
2051,paper,2025-05-17 18:22:56,rainy,18,0,development
2052,metal,2025-05-17 18:09:29,rainy,18,0,development
2053,paper,2025-05-17 14:32:53,rainy,18,0,development
2054,plastic,2025-05-17 23:51:21,rainy,18,0,development
2055,glass,2025-05-17 23:02:00,rainy,18,0,development
2056,glass,2025-05-17 09:27:34,rainy,18,0,development
2057,plastic,2025-05-17 01:30:55,rainy,18,0,development
2058,paper,2025-05-17 04:26:24,rainy,18,0,development
2059,plastic,2025-05-17 13:30:54,rainy,18,0,development
2060,paper,2025-05-17 13:11:36,rainy,18,0,development
2061,plastic,2025-05-17 21:35:16,rainy,18,0,development
2062,paper,2025-05-17 23:32:58,rainy,18,0,development
2063,paper,2025-05-18 15:05:09,sunny,21,0,development
2064,plastic,2025-05-18 07:39:30,sunny,21,0,development
2065,paper,2025-05-18 02:43:32,sunny,21,0,development
2066,organic,2025-05-18 15:25:53,sunny,21,0,development
2067,plastic,2025-05-18 16:04:34,sunny,21,0,development
2068,organic,2025-05-18 15:07:45,sunny,21,0,development
2069,plastic,2025-05-18 12:09:00,sunny,21,0,development
2070,organic,2025-05-18 10:02:17,sunny,21,0,development
2071,organic,2025-05-18 10:29:15,sunny,21,0,development
2072,organic,2025-05-18 14:47:28,sunny,21,0,development
2073,organic,2025-05-18 16:09:09,sunny,21,0,development
2074,organic,2025-05-18 17:27:01,sunny,21,0,development
2075,paper,2025-05-18 12:48:23,sunny,21,0,development
2076,plastic,2025-05-18 02:15:12,sunny,21,0,development
2077,metal,2025-05-18 18:11:11,sunny,21,0,development
2078,plastic,2025-05-18 20:37:46,sunny,21,0,development
2079,metal,2025-05-18 22:40:38,sunny,21,0,development
2080,glass,2025-05-18 11:55:03,sunny,21,0,development
2081,plastic,2025-05-18 13:48:39,sunny,21,0,development
2082,plastic,2025-05-18 17:42:05,sunny,21,0,development
2083,plastic,2025-05-18 05:46:51,sunny,21,0,development
2084,plastic,2025-05-18 14:50:01,sunny,21,0,development
2085,paper,2025-05-18 23:16:22,sunny,21,0,development
2086,glass,2025-05-18 21:17:43,sunny,21,0,development
2087,metal,2025-05-18 05:18:45,sunny,21,0,development
2088,glass,2025-05-18 19:15:16,sunny,21,0,development
2089,plastic,2025-05-18 11:38:52,sunny,21,0,development
2090,plastic,2025-05-18 13:24:12,sunny,21,0,development
2091,paper,2025-05-18 22:12:38,sunny,21,0,development
2092,organic,2025-05-18 22:14:50,sunny,21,0,development
2093,plastic,2025-05-18 20:26:11,sunny,21,0,development
2094,metal,2025-05-18 04:44:57,sunny,21,0,development
2095,plastic,2025-05-19 18:39:07,sunny,13,0,development
2096,plastic,2025-05-19 16:15:24,sunny,13,0,development
2097,plastic,2025-05-19 21:56:42,sunny,13,0,development
2098,paper,2025-05-19 13:38:32,sunny,13,0,development
2099,metal,2025-05-19 01:41:09,sunny,13,0,development
2100,plastic,2025-05-19 16:06:55,sunny,13,0,development
2101,metal,2025-05-19 00:24:42,sunny,13,0,development
2102,metal,2025-05-19 03:47:37,sunny,13,0,development
2103,glass,2025-05-19 06:14:50,sunny,13,0,development
2104,paper,2025-05-19 16:12:52,sunny,13,0,development
2105,glass,2025-05-19 19:43:48,sunny,13,0,development
2106,paper,2025-05-19 05:37:25,sunny,13,0,development
2107,glass,2025-05-19 00:29:23,sunny,13,0,development
2108,plastic,2025-05-19 00:37:34,sunny,13,0,development
2109,paper,2025-05-19 21:04:02,sunny,13,0,development
2110,metal,2025-05-19 22:27:56,sunny,13,0,development
2111,glass,2025-05-19 06:35:49,sunny,13,0,development
2112,paper,2025-05-19 18:16:20,sunny,13,0,development
2113,plastic,2025-05-19 07:52:25,sunny,13,0,development
2114,organic,2025-05-19 18:57:47,sunny,13,0,development
2115,plastic,2025-05-19 04:55:01,sunny,13,0,development
2116,organic,2025-05-19 22:57:38,sunny,13,0,development
2117,plastic,2025-05-19 02:53:10,sunny,13,0,development
2118,plastic,2025-05-19 07:37:22,sunny,13,0,development
2119,metal,2025-05-20 01:53:39,sunny,15,0,development
2120,plastic,2025-05-20 01:23:00,sunny,15,0,development
2121,organic,2025-05-20 13:31:16,sunny,15,0,development
2122,organic,2025-05-20 21:30:26,sunny,15,0,development
2123,glass,2025-05-20 11:57:25,sunny,15,0,development
2124,organic,2025-05-20 20:29:43,sunny,15,0,development
2125,plastic,2025-05-20 10:00:34,sunny,15,0,development
2126,organic,2025-05-20 07:40:20,sunny,15,0,development
2127,plastic,2025-05-20 00:37:44,sunny,15,0,development
2128,organic,2025-05-20 19:56:08,sunny,15,0,development
2129,paper,2025-05-20 15:51:58,sunny,15,0,development
2130,metal,2025-05-20 23:33:04,sunny,15,0,development
2131,paper,2025-05-20 07:38:28,sunny,15,0,development
2132,organic,2025-05-20 12:30:32,sunny,15,0,development
2133,plastic,2025-05-20 10:12:16,sunny,15,0,development
2134,metal,2025-05-20 13:58:24,sunny,15,0,development
2135,metal,2025-05-20 13:09:45,sunny,15,0,development
2136,paper,2025-05-20 11:03:29,sunny,15,0,development
2137,plastic,2025-05-20 20:05:46,sunny,15,0,development
2138,plastic,2025-05-20 22:50:42,sunny,15,0,development
2139,paper,2025-05-20 06:27:03,sunny,15,0,development
2140,glass,2025-05-20 19:54:24,sunny,15,0,development
2141,organic,2025-05-20 22:16:30,sunny,15,0,development
2142,metal,2025-05-20 13:59:29,sunny,15,0,development
2143,paper,2025-05-21 17:16:59,cloudy,14,0,development
2144,plastic,2025-05-21 14:39:52,cloudy,14,0,development
2145,organic,2025-05-21 14:20:59,cloudy,14,0,development
2146,plastic,2025-05-21 09:12:34,cloudy,14,0,development
2147,paper,2025-05-21 01:48:29,cloudy,14,0,development
2148,plastic,2025-05-21 19:52:38,cloudy,14,0,development
2149,paper,2025-05-21 11:04:04,cloudy,14,0,development
2150,organic,2025-05-21 23:10:11,cloudy,14,0,development
2151,plastic,2025-05-21 01:41:13,cloudy,14,0,development
2152,paper,2025-05-21 22:40:50,cloudy,14,0,development
2153,plastic,2025-05-21 22:59:02,cloudy,14,0,development
2154,paper,2025-05-21 17:26:15,cloudy,14,0,development
2155,glass,2025-05-21 19:12:43,cloudy,14,0,development
2156,paper,2025-05-21 14:50:53,cloudy,14,0,development
2157,paper,2025-05-21 16:32:45,cloudy,14,0,development
2158,organic,2025-05-21 11:20:28,cloudy,14,0,development
2159,plastic,2025-05-21 21:21:38,cloudy,14,0,development
2160,plastic,2025-05-21 05:56:35,cloudy,14,0,development
2161,glass,2025-05-21 12:05:50,cloudy,14,0,development
2162,organic,2025-05-21 02:55:44,cloudy,14,0,development
2163,plastic,2025-05-21 23:02:20,cloudy,14,0,development
2164,glass,2025-05-22 09:51:49,sunny,12,0,development
2165,organic,2025-05-22 11:15:51,sunny,12,0,development
2166,organic,2025-05-22 18:44:33,sunny,12,0,development
2167,organic,2025-05-22 17:57:20,sunny,12,0,development
2168,paper,2025-05-22 05:19:35,sunny,12,0,development
2169,plastic,2025-05-22 15:45:26,sunny,12,0,development
2170,paper,2025-05-22 10:40:00,sunny,12,0,development
2171,plastic,2025-05-22 10:15:33,sunny,12,0,development
2172,organic,2025-05-22 21:38:38,sunny,12,0,development
2173,plastic,2025-05-22 00:28:32,sunny,12,0,development
2174,organic,2025-05-22 19:26:11,sunny,12,0,development
2175,organic,2025-05-22 10:45:26,sunny,12,0,development
2176,plastic,2025-05-22 17:02:28,sunny,12,0,development
2177,plastic,2025-05-22 15:16:14,sunny,12,0,development
2178,plastic,2025-05-22 23:30:08,sunny,12,0,development
2179,paper,2025-05-22 05:47:16,sunny,12,0,development
2180,plastic,2025-05-22 22:49:14,sunny,12,0,development
2181,metal,2025-05-22 15:45:07,sunny,12,0,development
2182,plastic,2025-05-22 10:07:06,sunny,12,0,development
2183,glass,2025-05-22 09:30:40,sunny,12,0,development
2184,paper,2025-05-22 23:13:55,sunny,12,0,development
2185,plastic,2025-05-22 10:14:05,sunny,12,0,development
2186,plastic,2025-05-22 22:40:48,sunny,12,0,development
2187,plastic,2025-05-22 00:56:38,sunny,12,0,development
2188,plastic,2025-05-23 15:26:43,cloudy,19,0,development
2189,organic,2025-05-23 03:22:19,cloudy,19,0,development
2190,plastic,2025-05-23 09:06:36,cloudy,19,0,development
2191,plastic,2025-05-23 13:24:06,cloudy,19,0,development
2192,metal,2025-05-23 19:36:56,cloudy,19,0,development
2193,metal,2025-05-23 17:37:03,cloudy,19,0,development
2194,plastic,2025-05-23 09:10:30,cloudy,19,0,development
2195,plastic,2025-05-23 22:31:49,cloudy,19,0,development
2196,organic,2025-05-23 16:55:33,cloudy,19,0,development
2197,plastic,2025-05-23 09:30:04,cloudy,19,0,development
2198,plastic,2025-05-23 10:09:31,cloudy,19,0,development
2199,paper,2025-05-23 12:32:45,cloudy,19,0,development
2200,plastic,2025-05-23 23:41:24,cloudy,19,0,development
2201,organic,2025-05-23 14:24:56,cloudy,19,0,development
2202,plastic,2025-05-23 13:28:03,cloudy,19,0,development
2203,plastic,2025-05-23 08:11:19,cloudy,19,0,development
2204,organic,2025-05-23 23:20:19,cloudy,19,0,development
2205,organic,2025-05-23 10:37:23,cloudy,19,0,development
2206,metal,2025-05-23 15:15:55,cloudy,19,0,development
2207,metal,2025-05-23 19:07:51,cloudy,19,0,development
2208,plastic,2025-05-23 21:42:49,cloudy,19,0,development
2209,plastic,2025-05-24 15:48:02,cloudy,18,0,development
2210,paper,2025-05-24 18:40:13,cloudy,18,0,development
2211,organic,2025-05-24 17:54:54,cloudy,18,0,development
2212,organic,2025-05-24 10:34:50,cloudy,18,0,development
2213,organic,2025-05-24 22:36:50,cloudy,18,0,development
2214,plastic,2025-05-24 15:51:43,cloudy,18,0,development
2215,metal,2025-05-24 16:37:28,cloudy,18,0,development
2216,paper,2025-05-24 15:12:55,cloudy,18,0,development
2217,plastic,2025-05-24 02:28:44,cloudy,18,0,development
2218,metal,2025-05-24 10:17:37,cloudy,18,0,development
2219,plastic,2025-05-24 01:00:32,cloudy,18,0,development
2220,glass,2025-05-24 10:15:14,cloudy,18,0,development
2221,paper,2025-05-24 00:15:56,cloudy,18,0,development
2222,organic,2025-05-24 20:56:50,cloudy,18,0,development
2223,glass,2025-05-24 23:33:07,cloudy,18,0,development
2224,plastic,2025-05-24 23:50:36,cloudy,18,0,development
2225,metal,2025-05-24 22:22:17,cloudy,18,0,development
2226,plastic,2025-05-24 01:44:39,cloudy,18,0,development
2227,plastic,2025-05-24 07:18:12,cloudy,18,0,development
2228,plastic,2025-05-24 14:00:15,cloudy,18,0,development
2229,metal,2025-05-24 22:41:38,cloudy,18,0,development
2230,paper,2025-05-24 16:04:09,cloudy,18,0,development
2231,plastic,2025-05-24 19:02:52,cloudy,18,0,development
2232,paper,2025-05-24 23:48:13,cloudy,18,0,development
2233,glass,2025-05-24 06:04:26,cloudy,18,0,development
2234,glass,2025-05-25 15:42:36,sunny,14,0,development
2235,plastic,2025-05-25 15:34:15,sunny,14,0,development
2236,plastic,2025-05-25 09:41:18,sunny,14,0,development
2237,organic,2025-05-25 09:56:56,sunny,14,0,development
2238,plastic,2025-05-25 08:39:25,sunny,14,0,development
2239,plastic,2025-05-25 18:40:52,sunny,14,0,development
2240,organic,2025-05-25 13:52:25,sunny,14,0,development
2241,organic,2025-05-25 17:00:33,sunny,14,0,development
2242,paper,2025-05-25 19:42:10,sunny,14,0,development
2243,plastic,2025-05-25 08:46:46,sunny,14,0,development
2244,paper,2025-05-25 21:09:12,sunny,14,0,development
2245,glass,2025-05-25 20:31:00,sunny,14,0,development
2246,plastic,2025-05-25 10:29:41,sunny,14,0,development
2247,metal,2025-05-25 23:48:41,sunny,14,0,development
2248,paper,2025-05-25 09:49:02,sunny,14,0,development
2249,plastic,2025-05-25 11:30:54,sunny,14,0,development
2250,metal,2025-05-25 07:36:30,sunny,14,0,development
2251,plastic,2025-05-25 15:07:21,sunny,14,0,development
2252,paper,2025-05-25 07:09:12,sunny,14,0,development
2253,plastic,2025-05-25 21:19:12,sunny,14,0,development
2254,plastic,2025-05-25 19:31:22,sunny,14,0,development
2255,paper,2025-05-25 14:08:35,sunny,14,0,development
2256,plastic,2025-05-25 06:03:55,sunny,14,0,development
2257,paper,2025-05-25 04:51:03,sunny,14,0,development
2258,organic,2025-05-25 15:11:40,sunny,14,0,development
2259,glass,2025-05-25 07:09:09,sunny,14,0,development
2260,paper,2025-05-25 04:24:25,sunny,14,0,development
2261,plastic,2025-05-25 18:29:06,sunny,14,0,development
2262,paper,2025-05-26 08:00:43,sunny,15,0,development
2263,organic,2025-05-26 02:31:18,sunny,15,0,development
2264,paper,2025-05-26 15:08:56,sunny,15,0,development
2265,paper,2025-05-26 18:35:25,sunny,15,0,development
2266,paper,2025-05-26 07:58:59,sunny,15,0,development
2267,plastic,2025-05-26 12:15:36,sunny,15,0,development
2268,paper,2025-05-26 03:41:34,sunny,15,0,development
2269,organic,2025-05-26 07:16:31,sunny,15,0,development
2270,plastic,2025-05-26 12:25:25,sunny,15,0,development
2271,plastic,2025-05-26 21:36:46,sunny,15,0,development
2272,plastic,2025-05-26 20:06:45,sunny,15,0,development
2273,glass,2025-05-26 09:08:29,sunny,15,0,development
2274,glass,2025-05-26 12:02:00,sunny,15,0,development
2275,plastic,2025-05-26 04:24:17,sunny,15,0,development
2276,plastic,2025-05-26 15:31:50,sunny,15,0,development
2277,plastic,2025-05-26 23:39:21,sunny,15,0,development
2278,plastic,2025-05-26 19:21:35,sunny,15,0,development
2279,plastic,2025-05-26 18:50:38,sunny,15,0,development
2280,organic,2025-05-26 14:35:44,sunny,15,0,development
2281,glass,2025-05-26 01:23:18,sunny,15,0,development
2282,plastic,2025-05-26 22:31:46,sunny,15,0,development
2283,plastic,2025-05-26 07:50:27,sunny,15,0,development
2284,plastic,2025-05-26 03:34:23,sunny,15,0,development
2285,organic,2025-05-26 09:37:23,sunny,15,0,development
2286,organic,2025-05-27 14:22:56,sunny,15,0,development
2287,organic,2025-05-27 08:08:15,sunny,15,0,development
2288,paper,2025-05-27 04:45:32,sunny,15,0,development
2289,plastic,2025-05-27 07:53:33,sunny,15,0,development
2290,plastic,2025-05-27 11:25:06,sunny,15,0,development
2291,plastic,2025-05-27 04:08:01,sunny,15,0,development
2292,paper,2025-05-27 14:57:15,sunny,15,0,development
2293,plastic,2025-05-27 09:30:58,sunny,15,0,development
2294,plastic,2025-05-27 18:19:46,sunny,15,0,development
2295,plastic,2025-05-27 12:03:01,sunny,15,0,development
2296,paper,2025-05-27 13:51:39,sunny,15,0,development
2297,organic,2025-05-27 11:30:24,sunny,15,0,development
2298,plastic,2025-05-27 20:50:17,sunny,15,0,development
2299,plastic,2025-05-27 15:37:56,sunny,15,0,development
2300,organic,2025-05-27 05:55:33,sunny,15,0,development
2301,organic,2025-05-27 01:13:41,sunny,15,0,development
2302,glass,2025-05-27 00:10:45,sunny,15,0,development
2303,paper,2025-05-27 14:51:36,sunny,15,0,development
2304,plastic,2025-05-27 18:15:36,sunny,15,0,development
2305,plastic,2025-05-27 02:58:21,sunny,15,0,development
2306,paper,2025-05-27 00:14:48,sunny,15,0,development
2307,organic,2025-05-27 05:00:34,sunny,15,0,development
2308,organic,2025-05-27 06:34:43,sunny,15,0,development
2309,organic,2025-05-27 21:25:16,sunny,15,0,development
2310,glass,2025-05-28 04:20:41,cloudy,18,0,development
2311,metal,2025-05-28 09:10:44,cloudy,18,0,development
2312,paper,2025-05-28 07:04:08,cloudy,18,0,development
2313,plastic,2025-05-28 05:37:19,cloudy,18,0,development
2314,organic,2025-05-28 12:10:25,cloudy,18,0,development
2315,organic,2025-05-28 08:58:20,cloudy,18,0,development
2316,plastic,2025-05-28 22:13:25,cloudy,18,0,development
2317,metal,2025-05-28 09:40:10,cloudy,18,0,development
2318,plastic,2025-05-28 20:40:32,cloudy,18,0,development
2319,organic,2025-05-28 10:08:06,cloudy,18,0,development
2320,glass,2025-05-28 02:06:27,cloudy,18,0,development
2321,metal,2025-05-28 13:34:55,cloudy,18,0,development
2322,organic,2025-05-28 02:58:35,cloudy,18,0,development
2323,organic,2025-05-28 14:27:59,cloudy,18,0,development
2324,plastic,2025-05-28 04:28:04,cloudy,18,0,development
2325,glass,2025-05-28 20:30:28,cloudy,18,0,development
2326,organic,2025-05-28 10:46:17,cloudy,18,0,development
2327,organic,2025-05-28 14:45:47,cloudy,18,0,development
2328,paper,2025-05-28 17:26:25,cloudy,18,0,development
2329,organic,2025-05-28 15:16:11,cloudy,18,0,development
2330,organic,2025-05-28 09:53:57,cloudy,18,0,development
2331,plastic,2025-05-29 20:11:37,cloudy,19,1,development
2332,metal,2025-05-29 21:47:16,cloudy,19,1,development
2333,paper,2025-05-29 13:29:14,cloudy,19,1,development
2334,glass,2025-05-29 23:25:04,cloudy,19,1,development
2335,glass,2025-05-29 02:59:28,cloudy,19,1,development
2336,organic,2025-05-29 09:26:02,cloudy,19,1,development
2337,paper,2025-05-29 04:34:27,cloudy,19,1,development
2338,paper,2025-05-29 02:45:39,cloudy,19,1,development
2339,glass,2025-05-29 00:05:16,cloudy,19,1,development
2340,metal,2025-05-29 09:17:20,cloudy,19,1,development
2341,plastic,2025-05-29 07:35:47,cloudy,19,1,development
2342,metal,2025-05-29 09:59:29,cloudy,19,1,development
2343,organic,2025-05-29 14:47:04,cloudy,19,1,development
2344,organic,2025-05-29 06:07:34,cloudy,19,1,development
2345,glass,2025-05-29 10:23:14,cloudy,19,1,development
2346,plastic,2025-05-29 18:01:16,cloudy,19,1,development
2347,paper,2025-05-29 11:18:17,cloudy,19,1,development
2348,plastic,2025-05-29 06:43:38,cloudy,19,1,development
2349,paper,2025-05-29 03:36:16,cloudy,19,1,development
2350,plastic,2025-05-29 06:39:44,cloudy,19,1,development
2351,plastic,2025-05-29 15:53:22,cloudy,19,1,development
2352,metal,2025-05-29 02:08:49,cloudy,19,1,development
2353,metal,2025-05-29 05:46:32,cloudy,19,1,development
2354,organic,2025-05-29 23:24:33,cloudy,19,1,development
2355,paper,2025-05-29 05:34:51,cloudy,19,1,development
2356,paper,2025-05-29 02:35:03,cloudy,19,1,development
2357,plastic,2025-05-29 03:34:52,cloudy,19,1,development
2358,glass,2025-05-29 07:21:02,cloudy,19,1,development
2359,plastic,2025-05-29 12:18:23,cloudy,19,1,development
2360,organic,2025-05-29 12:47:28,cloudy,19,1,development
2361,organic,2025-05-29 21:44:39,cloudy,19,1,development
2362,paper,2025-05-30 19:41:49,rainy,14,0,development
2363,glass,2025-05-30 14:02:12,rainy,14,0,development
2364,organic,2025-05-30 16:11:56,rainy,14,0,development
2365,paper,2025-05-30 05:57:03,rainy,14,0,development
2366,plastic,2025-05-30 03:33:22,rainy,14,0,development
2367,glass,2025-05-30 17:20:33,rainy,14,0,development
2368,plastic,2025-05-30 04:11:58,rainy,14,0,development
2369,glass,2025-05-31 22:41:14,sunny,16,0,development
2370,metal,2025-05-31 16:48:55,sunny,16,0,development
2371,organic,2025-05-31 00:29:41,sunny,16,0,development
2372,glass,2025-05-31 21:54:58,sunny,16,0,development
2373,metal,2025-05-31 21:48:35,sunny,16,0,development
2374,paper,2025-05-31 14:43:15,sunny,16,0,development
2375,plastic,2025-05-31 02:53:49,sunny,16,0,development
2376,metal,2025-05-31 20:58:45,sunny,16,0,development
2377,metal,2025-05-31 00:31:50,sunny,16,0,development
2378,plastic,2025-05-31 15:50:53,sunny,16,0,development
2379,plastic,2025-05-31 22:40:57,sunny,16,0,development
