id,type,timestamp,weather,temperature,isholiday,cameraid
2512,organic,8-6-2025 21:42,sunny,21,1,0
2513,glass,8-6-2025 12:11,sunny,21,1,0
2514,paper,8-6-2025 17:05,sunny,21,1,0
2515,plastic,8-6-2025 13:33,sunny,21,1,0
2516,plastic,8-6-2025 06:38,sunny,21,1,0
2517,metal,8-6-2025 22:51,sunny,21,1,0
2518,paper,8-6-2025 07:46,sunny,21,1,0
2519,plastic,8-6-2025 03:12,sunny,21,1,0
2520,plastic,8-6-2025 08:27,sunny,21,1,0
2521,plastic,8-6-2025 21:35,sunny,21,1,0
2522,paper,8-6-2025 23:15,sunny,21,1,0
2523,metal,8-6-2025 16:36,sunny,21,1,0
2524,glass,8-6-2025 19:46,sunny,21,1,0
2525,plastic,8-6-2025 00:46,sunny,21,1,0
2526,glass,8-6-2025 17:33,sunny,21,1,0
2527,plastic,8-6-2025 10:36,sunny,21,1,0
2528,paper,8-6-2025 07:45,sunny,21,1,0
2529,plastic,8-6-2025 04:26,sunny,21,1,0
2530,organic,8-6-2025 15:36,sunny,21,1,0
2531,metal,8-6-2025 13:49,sunny,21,1,0
2532,paper,8-6-2025 11:12,sunny,21,1,0
2533,organic,8-6-2025 20:28,sunny,21,1,0
2534,paper,8-6-2025 05:34,sunny,21,1,0
2535,paper,8-6-2025 06:30,sunny,21,1,0
2536,organic,8-6-2025 15:13,sunny,21,1,0
2537,organic,8-6-2025 07:30,sunny,21,1,0
2538,paper,8-6-2025 04:49,sunny,21,1,0
2539,organic,8-6-2025 03:42,sunny,21,1,0
2540,metal,8-6-2025 00:10,sunny,21,1,0
2541,plastic,8-6-2025 17:56,sunny,21,1,0
2542,organic,8-6-2025 16:12,sunny,21,1,0
2543,metal,8-6-2025 04:08,sunny,21,1,0
2544,paper,8-6-2025 07:31,sunny,21,1,0
2545,organic,8-6-2025 06:06,sunny,21,1,0
2546,plastic,8-6-2025 06:06,sunny,21,1,0
2547,paper,8-6-2025 22:42,sunny,21,1,0
2548,plastic,8-6-2025 16:15,sunny,21,1,0
2549,plastic,8-6-2025 00:43,sunny,21,1,0
2550,plastic,8-6-2025 13:49,sunny,21,1,0
2551,plastic,8-6-2025 21:27,sunny,21,1,0
2552,metal,8-6-2025 13:44,sunny,21,1,0
2553,organic,8-6-2025 12:22,sunny,21,1,0
2554,plastic,8-6-2025 10:57,sunny,21,1,0
2555,plastic,9-6-2025 19:23,sunny,20,1,0
2556,plastic,9-6-2025 00:33,sunny,20,1,0
2557,metal,9-6-2025 07:43,sunny,20,1,0
2558,glass,9-6-2025 14:31,sunny,20,1,0
2559,glass,9-6-2025 14:32,sunny,20,1,0
2560,paper,9-6-2025 03:52,sunny,20,1,0
2561,glass,9-6-2025 19:07,sunny,20,1,0
2562,paper,9-6-2025 08:44,sunny,20,1,0
2563,paper,9-6-2025 11:08,sunny,20,1,0
2564,paper,9-6-2025 19:49,sunny,20,1,0
2565,plastic,9-6-2025 03:42,sunny,20,1,0
2566,plastic,9-6-2025 23:52,sunny,20,1,0
2567,plastic,9-6-2025 09:25,sunny,20,1,0
2568,glass,9-6-2025 15:11,sunny,20,1,0
2569,paper,9-6-2025 14:40,sunny,20,1,0
2570,plastic,9-6-2025 19:36,sunny,20,1,0
2571,plastic,9-6-2025 23:53,sunny,20,1,0
2572,organic,9-6-2025 15:18,sunny,20,1,0
2573,plastic,9-6-2025 09:58,sunny,20,1,0
2574,organic,9-6-2025 15:00,sunny,20,1,0
2575,organic,9-6-2025 23:49,sunny,20,1,0
2576,organic,9-6-2025 05:52,sunny,20,1,0
2577,plastic,9-6-2025 23:52,sunny,20,1,0
2578,metal,9-6-2025 19:41,sunny,20,1,0
2579,metal,9-6-2025 07:01,sunny,20,1,0
2580,paper,9-6-2025 03:22,sunny,20,1,0
2581,organic,9-6-2025 03:58,sunny,20,1,0
2582,organic,9-6-2025 01:38,sunny,20,1,0
2583,glass,9-6-2025 12:24,sunny,20,1,0
2584,organic,9-6-2025 13:30,sunny,20,1,0
2585,metal,9-6-2025 13:21,sunny,20,1,0
2586,plastic,9-6-2025 22:34,sunny,20,1,0
2587,organic,9-6-2025 09:25,sunny,20,1,0
2588,organic,9-6-2025 11:40,sunny,20,1,0
2589,paper,9-6-2025 14:59,sunny,20,1,0
2590,glass,9-6-2025 09:56,sunny,20,1,0
2591,paper,9-6-2025 04:43,sunny,20,1,0
2592,organic,9-6-2025 16:42,sunny,20,1,0
2593,paper,10-6-2025 04:58,sunny,18,0,0
2594,organic,10-6-2025 21:44,sunny,18,0,0
2595,plastic,10-6-2025 09:59,sunny,18,0,0
2596,paper,10-6-2025 01:11,sunny,18,0,0
2597,metal,10-6-2025 20:22,sunny,18,0,0
2598,plastic,10-6-2025 22:16,sunny,18,0,0
2599,plastic,10-6-2025 03:20,sunny,18,0,0
2600,organic,10-6-2025 22:54,sunny,18,0,0
2601,paper,10-6-2025 04:47,sunny,18,0,0
2602,metal,10-6-2025 19:41,sunny,18,0,0
2603,plastic,10-6-2025 17:27,sunny,18,0,0
2604,glass,10-6-2025 07:40,sunny,18,0,0
2605,plastic,10-6-2025 00:11,sunny,18,0,0
2606,organic,10-6-2025 05:21,sunny,18,0,0
2607,glass,10-6-2025 03:36,sunny,18,0,0
2608,paper,10-6-2025 16:12,sunny,18,0,0
2609,metal,10-6-2025 23:17,sunny,18,0,0
2610,organic,10-6-2025 20:41,sunny,18,0,0
2611,plastic,10-6-2025 14:27,sunny,18,0,0
2612,organic,10-6-2025 16:20,sunny,18,0,0
2613,plastic,10-6-2025 10:34,sunny,18,0,0
2614,paper,10-6-2025 05:08,sunny,18,0,0
2615,plastic,10-6-2025 01:12,sunny,18,0,0
2616,glass,10-6-2025 05:24,sunny,18,0,0
2617,plastic,11-6-2025 06:52,cloudy,17,0,0
2618,glass,11-6-2025 17:21,cloudy,17,0,0
2619,glass,11-6-2025 02:28,cloudy,17,0,0
2620,metal,11-6-2025 20:31,cloudy,17,0,0
2621,glass,11-6-2025 16:18,cloudy,17,0,0
2622,glass,11-6-2025 00:49,cloudy,17,0,0
2623,plastic,11-6-2025 04:51,cloudy,17,0,0
2624,plastic,11-6-2025 18:44,cloudy,17,0,0
2625,paper,11-6-2025 12:59,cloudy,17,0,0
2626,plastic,11-6-2025 17:16,cloudy,17,0,0
2627,plastic,11-6-2025 00:28,cloudy,17,0,0
2628,organic,11-6-2025 18:22,cloudy,17,0,0
2629,glass,11-6-2025 02:11,cloudy,17,0,0
2630,glass,11-6-2025 12:21,cloudy,17,0,0
2631,metal,11-6-2025 08:22,cloudy,17,0,0
2632,paper,11-6-2025 19:10,cloudy,17,0,0
2633,paper,11-6-2025 22:13,cloudy,17,0,0
2634,organic,11-6-2025 23:17,cloudy,17,0,0
2635,paper,11-6-2025 12:00,cloudy,17,0,0
2636,metal,11-6-2025 10:36,cloudy,17,0,0
2637,plastic,11-6-2025 18:42,cloudy,17,0,0
2638,paper,12-6-2025 17:27,cloudy,23,0,0
2639,plastic,12-6-2025 15:44,cloudy,23,0,0
2640,plastic,12-6-2025 21:07,cloudy,23,0,0
2641,plastic,12-6-2025 07:52,cloudy,23,0,0
2642,glass,12-6-2025 16:25,cloudy,23,0,0
2643,plastic,12-6-2025 10:24,cloudy,23,0,0
2644,paper,12-6-2025 09:35,cloudy,23,0,0
2645,organic,12-6-2025 15:38,cloudy,23,0,0
2646,plastic,12-6-2025 07:38,cloudy,23,0,0
2647,plastic,12-6-2025 05:53,cloudy,23,0,0
2648,metal,12-6-2025 11:15,cloudy,23,0,0
2649,organic,12-6-2025 09:25,cloudy,23,0,0
2650,organic,12-6-2025 00:08,cloudy,23,0,0
2651,metal,12-6-2025 01:50,cloudy,23,0,0
2652,plastic,12-6-2025 12:42,cloudy,23,0,0
2653,plastic,12-6-2025 18:01,cloudy,23,0,0
2654,organic,12-6-2025 18:48,cloudy,23,0,0
2655,glass,12-6-2025 19:24,cloudy,23,0,0
2656,metal,12-6-2025 20:22,cloudy,23,0,0
2657,plastic,12-6-2025 23:27,cloudy,23,0,0
2658,plastic,12-6-2025 22:39,cloudy,23,0,0
2659,glass,12-6-2025 03:27,cloudy,23,0,0
2660,plastic,12-6-2025 05:02,cloudy,23,0,0
2661,paper,12-6-2025 16:22,cloudy,23,0,0
2662,paper,12-6-2025 03:27,cloudy,23,0,0
2663,organic,13-6-2025 15:07,rainy,20,0,0
2664,glass,13-6-2025 11:18,rainy,20,0,0
2665,plastic,13-6-2025 04:03,rainy,20,0,0
2666,paper,13-6-2025 16:03,rainy,20,0,0
2667,plastic,13-6-2025 01:05,rainy,20,0,0
2668,paper,13-6-2025 18:48,rainy,20,0,0
2669,paper,13-6-2025 19:57,rainy,20,0,0
2670,paper,13-6-2025 17:32,rainy,20,0,0
2671,paper,13-6-2025 03:21,rainy,20,0,0
2672,plastic,13-6-2025 14:30,rainy,20,0,0
2673,plastic,13-6-2025 19:05,rainy,20,0,0
2674,plastic,13-6-2025 13:03,rainy,20,0,0
2675,paper,14-6-2025 18:33,cloudy,16,0,0
2676,glass,14-6-2025 09:04,cloudy,16,0,0
2677,organic,14-6-2025 19:28,cloudy,16,0,0
2678,organic,14-6-2025 12:46,cloudy,16,0,0
2679,organic,14-6-2025 12:25,cloudy,16,0,0
2680,metal,14-6-2025 23:11,cloudy,16,0,0
2681,plastic,14-6-2025 19:15,cloudy,16,0,0
2682,organic,14-6-2025 10:55,cloudy,16,0,0
2683,plastic,14-6-2025 21:29,cloudy,16,0,0
2684,organic,14-6-2025 10:21,cloudy,16,0,0
2685,metal,14-6-2025 06:13,cloudy,16,0,0
2686,paper,14-6-2025 10:33,cloudy,16,0,0
2687,glass,14-6-2025 07:24,cloudy,16,0,0
2688,glass,14-6-2025 14:55,cloudy,16,0,0
2689,plastic,14-6-2025 23:40,cloudy,16,0,0
2690,plastic,14-6-2025 01:26,cloudy,16,0,0
2691,glass,14-6-2025 17:38,cloudy,16,0,0
2692,plastic,14-6-2025 18:15,cloudy,16,0,0
2693,plastic,14-6-2025 05:58,cloudy,16,0,0
2694,plastic,14-6-2025 16:45,cloudy,16,0,0
2695,plastic,14-6-2025 05:12,cloudy,16,0,0
2696,plastic,14-6-2025 02:43,cloudy,16,0,0
2697,plastic,14-6-2025 20:06,cloudy,16,0,0
2698,organic,14-6-2025 07:16,cloudy,16,0,0
2699,plastic,14-6-2025 01:20,cloudy,16,0,0
2700,plastic,15-6-2025 22:47,cloudy,20,0,0
2701,glass,15-6-2025 14:26,cloudy,20,0,0
2702,organic,15-6-2025 15:09,cloudy,20,0,0
2703,plastic,15-6-2025 02:57,cloudy,20,0,0
2704,organic,15-6-2025 12:03,cloudy,20,0,0
2705,plastic,15-6-2025 01:32,cloudy,20,0,0
2706,plastic,15-6-2025 15:10,cloudy,20,0,0
2707,plastic,15-6-2025 20:46,cloudy,20,0,0
2708,metal,15-6-2025 09:26,cloudy,20,0,0
2709,plastic,15-6-2025 00:58,cloudy,20,0,0
2710,metal,15-6-2025 12:52,cloudy,20,0,0
2711,metal,15-6-2025 00:21,cloudy,20,0,0
2712,metal,15-6-2025 00:01,cloudy,20,0,0
2713,plastic,15-6-2025 03:31,cloudy,20,0,0
2714,paper,15-6-2025 12:55,cloudy,20,0,0
2715,plastic,15-6-2025 22:06,cloudy,20,0,0
2716,organic,15-6-2025 12:52,cloudy,20,0,0
2717,paper,15-6-2025 14:08,cloudy,20,0,0
2718,paper,15-6-2025 04:39,cloudy,20,0,0
2719,glass,15-6-2025 06:05,cloudy,20,0,0
2720,organic,15-6-2025 23:50,cloudy,20,0,0
2721,plastic,15-6-2025 21:57,cloudy,20,0,0
2722,glass,15-6-2025 12:11,cloudy,20,0,0
2723,paper,15-6-2025 20:27,cloudy,20,0,0
2724,glass,15-6-2025 21:25,cloudy,20,0,0
2725,metal,15-6-2025 10:53,cloudy,20,0,0
2726,metal,15-6-2025 06:44,cloudy,20,0,0
2727,metal,15-6-2025 14:05,cloudy,20,0,0
2728,paper,15-6-2025 22:32,cloudy,20,0,0
2729,organic,15-6-2025 21:21,cloudy,20,0,0
2730,plastic,16-6-2025 03:31,cloudy,24,0,0
2731,paper,16-6-2025 04:45,cloudy,24,0,0
2732,glass,16-6-2025 16:58,cloudy,24,0,0
2733,organic,16-6-2025 13:47,cloudy,24,0,0
2734,paper,16-6-2025 08:04,cloudy,24,0,0
2735,plastic,16-6-2025 06:09,cloudy,24,0,0
2736,organic,16-6-2025 11:52,cloudy,24,0,0
2737,plastic,16-6-2025 04:27,cloudy,24,0,0
2738,paper,16-6-2025 19:27,cloudy,24,0,0
2739,glass,16-6-2025 15:34,cloudy,24,0,0
2740,plastic,16-6-2025 22:53,cloudy,24,0,0
2741,paper,16-6-2025 17:06,cloudy,24,0,0
2742,paper,16-6-2025 15:45,cloudy,24,0,0
2743,metal,16-6-2025 04:06,cloudy,24,0,0
2744,paper,16-6-2025 14:45,cloudy,24,0,0
2745,plastic,16-6-2025 23:22,cloudy,24,0,0
2746,glass,16-6-2025 02:38,cloudy,24,0,0
2747,paper,16-6-2025 23:24,cloudy,24,0,0
2748,metal,16-6-2025 01:32,cloudy,24,0,0
2749,plastic,16-6-2025 11:55,cloudy,24,0,0
2750,glass,16-6-2025 14:04,cloudy,24,0,0
2751,plastic,16-6-2025 05:58,cloudy,24,0,0
2752,glass,16-6-2025 14:39,cloudy,24,0,0
2753,organic,16-6-2025 03:35,cloudy,24,0,0
2754,plastic,16-6-2025 10:10,cloudy,24,0,0
2755,glass,17-6-2025 02:07,stormy,16,0,0
2756,organic,18-6-2025 19:09,sunny,22,0,0
2757,plastic,18-6-2025 03:28,sunny,22,0,0
2758,metal,18-6-2025 08:22,sunny,22,0,0
2759,plastic,18-6-2025 16:45,sunny,22,0,0
2760,plastic,18-6-2025 00:33,sunny,22,0,0
2761,glass,18-6-2025 03:25,sunny,22,0,0
2762,organic,18-6-2025 11:13,sunny,22,0,0
2763,metal,18-6-2025 05:09,sunny,22,0,0
2764,plastic,18-6-2025 14:13,sunny,22,0,0
2765,plastic,18-6-2025 04:30,sunny,22,0,0
2766,metal,18-6-2025 08:34,sunny,22,0,0
2767,paper,18-6-2025 00:57,sunny,22,0,0
2768,plastic,18-6-2025 22:00,sunny,22,0,0
2769,plastic,18-6-2025 15:32,sunny,22,0,0
2770,organic,18-6-2025 01:04,sunny,22,0,0
2771,metal,18-6-2025 13:44,sunny,22,0,0
2772,paper,18-6-2025 19:52,sunny,22,0,0
2773,paper,18-6-2025 20:05,sunny,22,0,0
2774,plastic,18-6-2025 02:59,sunny,22,0,0
2775,plastic,18-6-2025 15:08,sunny,22,0,0
2776,metal,18-6-2025 22:34,sunny,22,0,0
2777,plastic,18-6-2025 04:40,sunny,22,0,0
2778,plastic,18-6-2025 22:39,sunny,22,0,0
2779,paper,18-6-2025 11:18,sunny,22,0,0
2780,metal,18-6-2025 01:11,sunny,22,0,0
2781,metal,18-6-2025 15:19,sunny,22,0,0
2782,paper,18-6-2025 13:21,sunny,22,0,0
2783,plastic,18-6-2025 00:44,sunny,22,0,0
2784,plastic,19-6-2025 05:34,cloudy,16,0,0
2785,paper,19-6-2025 05:09,cloudy,16,0,0
2786,plastic,19-6-2025 03:29,cloudy,16,0,0
2787,organic,19-6-2025 05:44,cloudy,16,0,0
2788,glass,19-6-2025 16:42,cloudy,16,0,0
2789,paper,19-6-2025 16:17,cloudy,16,0,0
2790,plastic,19-6-2025 22:59,cloudy,16,0,0
2791,organic,19-6-2025 00:18,cloudy,16,0,0
2792,plastic,19-6-2025 15:37,cloudy,16,0,0
2793,plastic,19-6-2025 15:59,cloudy,16,0,0
2794,organic,19-6-2025 20:54,cloudy,16,0,0
2795,plastic,19-6-2025 03:39,cloudy,16,0,0
2796,plastic,19-6-2025 06:51,cloudy,16,0,0
2797,plastic,19-6-2025 10:46,cloudy,16,0,0
2798,plastic,19-6-2025 02:10,cloudy,16,0,0
2799,paper,19-6-2025 03:39,cloudy,16,0,0
2800,metal,19-6-2025 13:57,cloudy,16,0,0
2801,glass,19-6-2025 22:34,cloudy,16,0,0
2802,organic,19-6-2025 04:55,cloudy,16,0,0
2803,paper,19-6-2025 09:45,cloudy,16,0,0
2804,organic,19-6-2025 15:50,cloudy,16,0,0
2805,organic,20-6-2025 13:20,sunny,15,0,0
2806,organic,20-6-2025 15:27,sunny,15,0,0
2807,plastic,20-6-2025 20:11,sunny,15,0,0
2808,organic,20-6-2025 06:06,sunny,15,0,0
2809,paper,20-6-2025 14:39,sunny,15,0,0
2810,organic,20-6-2025 08:39,sunny,15,0,0
2811,plastic,20-6-2025 06:27,sunny,15,0,0
2812,metal,20-6-2025 07:17,sunny,15,0,0
2813,glass,20-6-2025 13:34,sunny,15,0,0
2814,paper,20-6-2025 19:33,sunny,15,0,0
2815,glass,20-6-2025 12:55,sunny,15,0,0
2816,plastic,20-6-2025 07:40,sunny,15,0,0
2817,plastic,20-6-2025 22:50,sunny,15,0,0
2818,organic,20-6-2025 13:23,sunny,15,0,0
2819,metal,20-6-2025 01:33,sunny,15,0,0
2820,metal,20-6-2025 10:09,sunny,15,0,0
2821,organic,20-6-2025 04:42,sunny,15,0,0
2822,plastic,20-6-2025 18:42,sunny,15,0,0
2823,plastic,20-6-2025 09:22,sunny,15,0,0
2824,paper,20-6-2025 17:30,sunny,15,0,0
2825,plastic,20-6-2025 07:42,sunny,15,0,0
2826,glass,20-6-2025 16:16,sunny,15,0,0
2827,plastic,20-6-2025 00:04,sunny,15,0,0
2828,organic,20-6-2025 13:20,sunny,15,0,0
2829,paper,21-6-2025 20:40,cloudy,20,0,0
2830,paper,21-6-2025 08:32,cloudy,20,0,0
2831,glass,21-6-2025 06:03,cloudy,20,0,0
2832,plastic,21-6-2025 09:41,cloudy,20,0,0
2833,organic,21-6-2025 13:25,cloudy,20,0,0
2834,plastic,21-6-2025 07:02,cloudy,20,0,0
2835,metal,21-6-2025 21:26,cloudy,20,0,0
2836,plastic,21-6-2025 02:47,cloudy,20,0,0
2837,glass,21-6-2025 21:51,cloudy,20,0,0
2838,glass,21-6-2025 03:14,cloudy,20,0,0
2839,paper,21-6-2025 05:38,cloudy,20,0,0
2840,plastic,21-6-2025 20:11,cloudy,20,0,0
2841,metal,21-6-2025 07:16,cloudy,20,0,0
2842,metal,21-6-2025 13:49,cloudy,20,0,0
2843,paper,21-6-2025 09:22,cloudy,20,0,0
2844,paper,21-6-2025 03:51,cloudy,20,0,0
2845,paper,21-6-2025 16:17,cloudy,20,0,0
2846,plastic,21-6-2025 21:48,cloudy,20,0,0
2847,glass,21-6-2025 14:10,cloudy,20,0,0
2848,organic,21-6-2025 04:39,cloudy,20,0,0
2849,glass,21-6-2025 12:18,cloudy,20,0,0
2850,plastic,21-6-2025 13:41,cloudy,20,0,0
2851,metal,21-6-2025 16:56,cloudy,20,0,0
2852,metal,21-6-2025 14:02,cloudy,20,0,0
2853,paper,21-6-2025 14:23,cloudy,20,0,0
2854,glass,21-6-2025 07:55,cloudy,20,0,0
2855,plastic,21-6-2025 08:31,cloudy,20,0,0
2856,organic,21-6-2025 02:13,cloudy,20,0,0
2857,metal,21-6-2025 10:21,cloudy,20,0,0
2858,paper,21-6-2025 23:06,cloudy,20,0,0
2859,paper,22-6-2025 19:41,cloudy,20,0,0
2860,organic,22-6-2025 07:36,cloudy,20,0,0
2861,paper,22-6-2025 17:56,cloudy,20,0,0
2862,glass,22-6-2025 15:15,cloudy,20,0,0
2863,organic,22-6-2025 05:43,cloudy,20,0,0
2864,plastic,22-6-2025 06:59,cloudy,20,0,0
2865,plastic,22-6-2025 18:05,cloudy,20,0,0
2866,plastic,22-6-2025 14:10,cloudy,20,0,0
2867,paper,22-6-2025 02:22,cloudy,20,0,0
2868,paper,22-6-2025 18:15,cloudy,20,0,0
2869,organic,22-6-2025 17:48,cloudy,20,0,0
2870,paper,22-6-2025 17:32,cloudy,20,0,0
2871,plastic,22-6-2025 13:54,cloudy,20,0,0
2872,paper,22-6-2025 13:49,cloudy,20,0,0
2873,metal,22-6-2025 15:42,cloudy,20,0,0
2874,metal,22-6-2025 05:10,cloudy,20,0,0
2875,paper,22-6-2025 14:04,cloudy,20,0,0
2876,plastic,22-6-2025 20:48,cloudy,20,0,0
2877,plastic,22-6-2025 16:17,cloudy,20,0,0
2878,organic,22-6-2025 09:16,cloudy,20,0,0
2879,plastic,22-6-2025 23:19,cloudy,20,0,0
2880,metal,22-6-2025 13:29,cloudy,20,0,0
2881,plastic,22-6-2025 12:27,cloudy,20,0,0
2882,glass,22-6-2025 04:47,cloudy,20,0,0
2883,plastic,22-6-2025 08:52,cloudy,20,0,0
2884,organic,22-6-2025 14:59,cloudy,20,0,0
2885,organic,22-6-2025 06:49,cloudy,20,0,0
2886,plastic,22-6-2025 23:51,cloudy,20,0,0
2887,plastic,22-6-2025 11:04,cloudy,20,0,0
2888,organic,22-6-2025 12:12,cloudy,20,0,0
2889,plastic,23-6-2025 13:52,cloudy,19,0,0
2890,plastic,23-6-2025 21:59,cloudy,19,0,0
2891,paper,23-6-2025 04:05,cloudy,19,0,0
2892,metal,23-6-2025 00:21,cloudy,19,0,0
2893,organic,23-6-2025 11:10,cloudy,19,0,0
2894,metal,23-6-2025 09:44,cloudy,19,0,0
2895,plastic,23-6-2025 10:14,cloudy,19,0,0
2896,plastic,23-6-2025 03:47,cloudy,19,0,0
2897,metal,23-6-2025 06:41,cloudy,19,0,0
2898,paper,23-6-2025 01:55,cloudy,19,0,0
2899,plastic,23-6-2025 12:34,cloudy,19,0,0
2900,metal,23-6-2025 00:52,cloudy,19,0,0
2901,metal,23-6-2025 22:48,cloudy,19,0,0
2902,paper,23-6-2025 23:40,cloudy,19,0,0
2903,plastic,23-6-2025 09:27,cloudy,19,0,0
2904,glass,23-6-2025 21:25,cloudy,19,0,0
2905,plastic,23-6-2025 17:18,cloudy,19,0,0
2906,organic,23-6-2025 23:19,cloudy,19,0,0
2907,plastic,23-6-2025 03:18,cloudy,19,0,0
2908,organic,23-6-2025 10:48,cloudy,19,0,0
2909,glass,23-6-2025 07:44,cloudy,19,0,0
2910,plastic,24-6-2025 03:42,sunny,17,0,0
2911,organic,24-6-2025 19:26,sunny,17,0,0
2912,plastic,24-6-2025 02:11,sunny,17,0,0
2913,glass,24-6-2025 06:21,sunny,17,0,0
2914,organic,24-6-2025 01:46,sunny,17,0,0
2915,organic,24-6-2025 03:26,sunny,17,0,0
2916,paper,24-6-2025 17:41,sunny,17,0,0
2917,organic,24-6-2025 00:31,sunny,17,0,0
2918,plastic,24-6-2025 18:02,sunny,17,0,0
2919,plastic,24-6-2025 11:19,sunny,17,0,0
2920,organic,24-6-2025 21:06,sunny,17,0,0
2921,plastic,24-6-2025 13:08,sunny,17,0,0
2922,organic,24-6-2025 14:58,sunny,17,0,0
2923,paper,24-6-2025 07:03,sunny,17,0,0
2924,plastic,24-6-2025 16:45,sunny,17,0,0
2925,glass,24-6-2025 05:38,sunny,17,0,0
2926,plastic,24-6-2025 11:59,sunny,17,0,0
2927,glass,24-6-2025 12:20,sunny,17,0,0
2928,paper,24-6-2025 00:25,sunny,17,0,0
2929,organic,24-6-2025 08:38,sunny,17,0,0
2930,organic,24-6-2025 02:13,sunny,17,0,0
2931,organic,24-6-2025 10:36,sunny,17,0,0
2932,plastic,24-6-2025 23:47,sunny,17,0,0
2933,organic,24-6-2025 05:13,sunny,17,0,0
2934,paper,25-6-2025 20:27,cloudy,24,0,0
2935,organic,25-6-2025 01:22,cloudy,24,0,0
2936,organic,25-6-2025 00:08,cloudy,24,0,0
2937,plastic,25-6-2025 03:11,cloudy,24,0,0
2938,plastic,25-6-2025 23:19,cloudy,24,0,0
2939,glass,25-6-2025 19:36,cloudy,24,0,0
2940,organic,25-6-2025 00:45,cloudy,24,0,0
2941,plastic,25-6-2025 04:43,cloudy,24,0,0
2942,plastic,25-6-2025 23:17,cloudy,24,0,0
2943,plastic,25-6-2025 21:27,cloudy,24,0,0
2944,paper,25-6-2025 01:41,cloudy,24,0,0
2945,plastic,25-6-2025 18:27,cloudy,24,0,0
2946,plastic,25-6-2025 10:20,cloudy,24,0,0
2947,paper,25-6-2025 08:06,cloudy,24,0,0
2948,organic,25-6-2025 02:53,cloudy,24,0,0
2949,metal,25-6-2025 06:15,cloudy,24,0,0
2950,plastic,25-6-2025 21:26,cloudy,24,0,0
2951,metal,25-6-2025 06:18,cloudy,24,0,0
2952,plastic,25-6-2025 07:07,cloudy,24,0,0
2953,metal,25-6-2025 18:43,cloudy,24,0,0
2954,plastic,25-6-2025 21:19,cloudy,24,0,0
2955,plastic,25-6-2025 15:30,cloudy,24,0,0
2956,glass,25-6-2025 15:52,cloudy,24,0,0
2957,plastic,25-6-2025 13:08,cloudy,24,0,0
2958,metal,25-6-2025 08:37,cloudy,24,0,0
2959,metal,26-6-2025 14:57,cloudy,19,0,0
2960,plastic,26-6-2025 00:59,cloudy,19,0,0
2961,plastic,26-6-2025 12:25,cloudy,19,0,0
2962,organic,26-6-2025 17:14,cloudy,19,0,0
2963,plastic,26-6-2025 01:32,cloudy,19,0,0
2964,plastic,26-6-2025 18:32,cloudy,19,0,0
2965,paper,26-6-2025 19:28,cloudy,19,0,0
2966,organic,26-6-2025 16:51,cloudy,19,0,0
2967,plastic,26-6-2025 13:38,cloudy,19,0,0
2968,plastic,26-6-2025 19:26,cloudy,19,0,0
2969,plastic,26-6-2025 21:53,cloudy,19,0,0
2970,organic,26-6-2025 17:51,cloudy,19,0,0
2971,organic,26-6-2025 14:38,cloudy,19,0,0
2972,organic,26-6-2025 15:15,cloudy,19,0,0
2973,paper,26-6-2025 12:25,cloudy,19,0,0
2974,paper,26-6-2025 18:23,cloudy,19,0,0
2975,glass,26-6-2025 06:38,cloudy,19,0,0
2976,plastic,26-6-2025 12:32,cloudy,19,0,0
2977,plastic,26-6-2025 12:12,cloudy,19,0,0
2978,metal,26-6-2025 03:34,cloudy,19,0,0
2979,glass,26-6-2025 17:42,cloudy,19,0,0
2980,paper,27-6-2025 09:54,stormy,24,0,0
2981,plastic,27-6-2025 14:57,stormy,24,0,0
2982,organic,27-6-2025 18:24,stormy,24,0,0
2983,organic,27-6-2025 21:47,stormy,24,0,0
2984,plastic,27-6-2025 19:07,stormy,24,0,0
2985,paper,28-6-2025 15:13,stormy,22,0,0
2986,paper,28-6-2025 19:39,stormy,22,0,0
2987,paper,28-6-2025 00:59,stormy,22,0,0
2988,organic,28-6-2025 14:25,stormy,22,0,0
2989,paper,28-6-2025 03:51,stormy,22,0,0
2990,plastic,28-6-2025 01:37,stormy,22,0,0
2991,paper,28-6-2025 04:05,stormy,22,0,0
2992,paper,28-6-2025 03:24,stormy,22,0,0
2993,plastic,28-6-2025 09:58,stormy,22,0,0
2994,glass,28-6-2025 14:03,stormy,22,0,0
2995,paper,29-6-2025 18:42,misty,19,0,0
2996,plastic,29-6-2025 20:41,misty,19,0,0
2997,organic,29-6-2025 12:43,misty,19,0,0
2998,plastic,29-6-2025 21:26,misty,19,0,0
2999,glass,29-6-2025 10:18,misty,19,0,0
3000,organic,29-6-2025 12:13,misty,19,0,0
3001,metal,29-6-2025 14:07,misty,19,0,0
3002,plastic,29-6-2025 13:18,misty,19,0,0
3003,organic,29-6-2025 16:56,misty,19,0,0
3004,glass,29-6-2025 02:02,misty,19,0,0
3005,paper,29-6-2025 21:38,misty,19,0,0
3006,metal,29-6-2025 12:07,misty,19,0,0
3007,paper,29-6-2025 16:06,misty,19,0,0
3008,plastic,29-6-2025 21:14,misty,19,0,0
3009,glass,29-6-2025 19:26,misty,19,0,0
3010,organic,29-6-2025 13:01,misty,19,0,0
3011,metal,30-6-2025 21:05,sunny,20,0,0
3012,paper,30-6-2025 14:46,sunny,20,0,0
